lon,lat,grid,POS,PID
-66.33599,44.666667,66,2,38
-66.457726,44.508415,66,3,38
-66.469866,44.5,66,4,38
-66.5,44.479111,66,5,38
-66.5,44.666667,66,6,38
-66.5,44.5,78,1,38
-66.5,44.479111,78,2,38
-66.666667,44.363581,78,3,38
-66.666667,44.5,78,4,38
-66.5,44.5,78,5,38
-66.833333,44.5,77,1,38
-66.666667,44.5,77,2,38
-66.666667,44.363581,77,3,38
-66.710303,44.333333,77,4,38
-66.833333,44.333333,77,5,38
-66.833333,44.5,77,6,38
-66.833333,44.333333,89,1,38
-66.710303,44.333333,89,2,38
-66.833333,44.248051,89,3,38
-66.833333,44.333333,89,4,38
-67,44.333333,88,1,38
-66.833333,44.333333,88,2,38
-66.833333,44.248051,88,3,38
-66.950739,44.166667,88,4,38
-67,44.166667,88,5,38
-67,44.333333,88,6,38
-67,44.166667,99,1,38
-66.950739,44.166667,99,2,38
-67,44.13252,99,3,38
-67,44.166667,99,4,38
-67.166667,44.016989,98,1,38
-67.166667,44.166667,98,2,38
-67,44.166667,98,3,38
-67,44.13252,98,4,38
-67.000001,44.132519,98,5,38
-67.166667,44.016989,98,6,38
-67.333333,44.028396,97,1,38
-67.284364,44.166667,97,2,38
-67.166667,44.166667,97,3,38
-67.166667,44.016989,97,4,38
-67.191048,44.000089,97,5,38
-67.333333,44,97,6,38
-67.333333,44.028396,97,7,38
-67.333333,44,108,1,38
-67.333333,43.901459,108,2,38
-67.191048,44.000089,108,3,38
-67.333333,44,108,4,38
-67.333333,44.028396,107,1,38
-67.333333,43.901459,107,2,38
-67.399424,43.855646,107,3,38
-67.333333,44.028396,107,4,38
-65.21666667,42.58333333,201,1,40
-65.21666667,42.35,201,2,40
-66.225,42.35,201,3,40
-66.35,42.38694444,201,4,40
-66.5,42.40416667,201,5,40
-66.5,42.64444444,201,6,40
-66.5,42.91666667,201,7,40
-65.21666667,42.91666667,201,8,40
-65.23333333,42.91666667,201,9,40
